Местное время в Бохане;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
09.09.2020 5:00;10.фев;724.5;764.1;;96;Ветер, дующий с запада;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;10.0;09.июн;;;;;;
09.09.2020 8:00;09.май;725.1;764.8;;97;Ветер, дующий с юга;1;;;60%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;08.авг;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;9.0;10.0;12;Поверхность почвы влажная.;9.0;;
09.09.2020 11:00;14.авг;724.6;763.6;;71;Ветер, дующий с востоко-юго-востока;1;;;70 – 80%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;09.май;;;;;;
09.09.2020 14:00;17.сен;723.7;762.2;;56;Ветер, дующий с юга;2;;;60%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;9.0;;;;;;
09.09.2020 17:00;19.июл;722.7;760.9;;46;Ветер, дующий с востоко-северо-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;07.июл;;;;;;
09.09.2020 20:00;12.апр;722.7;761.9;;80;Ветер, дующий с юго-востока;1;;;40%.; ;;;;19.авг;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;09.янв;Осадков нет;12;;;;
09.09.2020 23:00;08.авг;723.6;763.4;;94;Ветер, дующий с юго-юго-запада;1;;;Облаков нет.; ;;;;;;;;;;;07.сен;;;;;;
10.09.2020 2:00;08.янв;723.1;763.0;;93;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;7.0;;;;;;
10.09.2020 5:00;05.май;723.4;763.6;;96;Ветер, дующий с юго-юго-запада;1;;;Облаков нет.; ;;;;;;;;;;;04.сен;;;;;;
10.09.2020 8:00;06.июн;722.7;762.7;;94;Штиль, безветрие;0;;;20–30%.; ;;;04.янв;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;05.июл;Осадков нет;12;Поверхность почвы влажная.;3.0;;
