"Местное время в Бохане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.10.2020 23:00";"-4.6";"728.2";"770.3";"";"79";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
"01.10.2020 20:00";"-2.1";"727.3";"769.0";"";"64";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"5.1";"";"";"";"";"";"";"-8.0";"Осадков нет";"12";"";"";"";"";
"01.10.2020 17:00";"4.2";"726.9";"767.7";"";"35";"Ветер, дующий с северо-северо-востока";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-9.9";"";"";"";"";"";"";
"01.10.2020 14:00";"4.1";"727.3";"768.1";"";"35";"Ветер, дующий с северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-10.2";"";"";"";"";"";"";
"01.10.2020 11:00";"2.4";"728.2";"769.3";"";"42";"Ветер, дующий с севера";"2";"";"";"60%.";" ";"";"";"-1.5";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-9.3";"";"";"";"";"";"";
"01.10.2020 08:00";"-1.3";"728.5";"770.2";"";"67";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"-1.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-6.7";"Осадков нет";"12";"";"";"";"";
"01.10.2020 05:00";"-0.2";"728.5";"769.9";"";"71";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"01.10.2020 02:00";"0.5";"728.5";"769.9";"";"63";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-5.9";"";"";"";"";"";"";
"30.09.2020 23:00";"1.4";"728.4";"769.6";"";"59";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-5.8";"";"";"";"";"";"";
"30.09.2020 20:00";"2.3";"727.5";"768.6";"";"55";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"6.2";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"-6.0";"Осадков нет";"12";"";"";"";"";
"30.09.2020 17:00";"4.6";"726.3";"766.9";"";"51";"Ветер, дующий с северо-запада";"4";"";"10";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-4.7";"";"";"";"";"";"";
"30.09.2020 14:00";"3.8";"726.4";"767.1";"";"66";"Ветер, дующий с северо-северо-запада";"5";"10";"11";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-2.1";"";"";"";"";"";"";
"30.09.2020 11:00";"4.9";"725.5";"766.0";"";"75";"Ветер, дующий с северо-запада";"5";"10";"10";"100%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"50.0";"0.8";"";"";"";"";"";"";
"30.09.2020 08:00";"5.7";"723.9";"764.2";"";"72";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"4.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"1.0";"Осадков нет";"12";"";"";"";"";
