Местное время в Томпе;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
18.10.2020 14:00;06.янв;718.3;759.9;;79;Ветер, дующий с юго-юго-запада;5;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высокослоистые просвечивающие.;;50.0;02.июл;;;;;;
18.10.2020 20:00;04.авг;717.7;759.6;;75;Ветер, дующий с северо-северо-востока;2;;;100%.; ;;;;06.янв;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;0.7;Осадков нет;12;;;;
19.10.2020 2:00;03.апр;716.1;758.1;;80;Ветер, дующий с северо-северо-востока;2;;;40%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;0.2;;;;;;
19.10.2020 8:00;03.апр;715.6;757.6;;82;Ветер, дующий с северо-северо-востока;1;;;100%.; ;;;02.мар;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;50.0;0.5;Осадков нет;12;;;;
19.10.2020 14:00;09.авг;715.9;756.8;;54;Ветер, дующий с запада;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;600-1000;Высокослоистые просвечивающие.;;50.0;0.8;;;;;;
19.10.2020 20:00;02.июн;719.2;761.5;;83;Ветер, дующий с востоко-северо-востока;1;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;09.авг;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;;-0.1;0.7;12;;;;
20.10.2020 2:00;-0.8;722.7;765.8;;80;Ветер, дующий с юго-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-3.8;;;;;;
20.10.2020 8:00;-1.1;723.1;766.2;;64;Ветер, дующий с северо-запада;1;;;100%.; ;;;-1.8;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;50.0;-7.1;3.0;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;2.0
20.10.2020 14:00;-0.2;722.4;765.4;;47;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;50.0;-10.3;;;;;;
20.10.2020 20:00;-3.0;722.1;765.4;;56;Штиль, безветрие;0;;;100%.; ;;;;-2.2;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-10.6;Осадков нет;12;;;;
