"Местное время в Заярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.11.2019 08:00";"-11.5";"728.0";"";"";"90";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-15.0";"";"";"";"";"";"";"";"";"0.8";"12";"";"";"";"";
"29.11.2019 20:00";"-14.9";"730.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"29.11.2019 08:00";"-15.7";"733.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-15.7";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"28.11.2019 20:00";"-12.4";"733.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-11.6";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"28.11.2019 08:00";"-15.3";"733.0";"";"";"90";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"27.11.2019 20:00";"-15.7";"736.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"27.11.2019 08:00";"-16.1";"737.0";"";"";"90";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-17.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"26.11.2019 20:00";"-13.9";"738.0";"";"";"90";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"-13.4";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"26.11.2019 08:00";"-15.7";"737.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-19.2";"";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"25.11.2019 20:00";"-18.3";"734.0";"";"";"85";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"-13.8";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"25.11.2019 08:00";"-12.9";"726.0";"";"";"80";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-12.9";"";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"24.11.2019 20:00";"-7.5";"724.0";"";"";"95";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"-6.5";"";"";"";"";"";"";"";"6.0";"12";"";"";"";"";
"24.11.2019 08:00";"-10.1";"727.0";"";"";"90";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"-12.9";"";"";"";"";"";"";"";"";"6.0";"12";"";"";"";"";
"23.11.2019 20:00";"-12.9";"732.0";"";"";"75";"Ветер, дующий с запада";"5";"";"";"60%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-12.7";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"23.11.2019 08:00";"-16.7";"730.0";"";"";"80";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-17.5";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"22.11.2019 20:00";"-17.5";"729.0";"";"";"75";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-16.2";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"22.11.2019 08:00";"-21.1";"727.0";"";"";"75";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-21.1";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"21.11.2019 20:00";"-17.9";"725.0";"";"";"75";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-11.7";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"21.11.2019 08:00";"-15.0";"721.0";"";"";"90";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-15.0";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"20.11.2019 20:00";"-9.1";"719.0";"";"";"88";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"-7.6";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"20.11.2019 08:00";"-14.3";"721.0";"";"";"90";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.11.2019 20:00";"-14.5";"724.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-13.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.11.2019 08:00";"-20.9";"725.0";"";"";"80";"Ветер, дующий с востока";"2";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-20.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"18.11.2019 20:00";"-18.7";"728.0";"";"";"80";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"-16.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"18.11.2019 08:00";"-20.9";"732.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-21.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"17.11.2019 20:00";"-19.3";"736.0";"";"";"80";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"17.11.2019 08:00";"-20.1";"740.0";"";"";"85";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-23.4";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"16.11.2019 20:00";"-22.7";"739.0";"";"";"80";"Ветер, дующий с севера";"2";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"-20.0";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"16.11.2019 08:00";"-21.5";"733.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-21.5";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"15.11.2019 20:00";"-17.1";"727.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-14.9";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"15.11.2019 08:00";"-19.5";"724.0";"";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"60%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-20.2";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"14.11.2019 20:00";"-15.7";"724.0";"";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-13.4";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"14.11.2019 08:00";"-18.3";"723.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"60%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-18.3";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"13.11.2019 20:00";"-12.5";"719.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"13.11.2019 08:00";"-12.3";"725.0";"";"";"90";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-14.9";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"12.11.2019 20:00";"-14.8";"732.0";"";"";"75";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-14.4";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"12.11.2019 08:00";"-18.7";"733.0";"";"";"70";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-19.3";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"11.11.2019 20:00";"-15.9";"729.0";"";"";"75";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-13.1";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"11.11.2019 08:00";"-17.4";"727.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-17.7";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"10.11.2019 20:00";"-12.7";"726.0";"";"";"66";"Ветер, дующий с северо-запада";"3";"";"";"70 – 80%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"-8.6";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"10.11.2019 08:00";"-9.3";"724.0";"";"";"63";"Ветер, дующий с северо-запада";"5";"";"";"70 – 80%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-9.3";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"09.11.2019 20:00";"1.2";"716.0";"";"";"83";"Ветер, дующий с запада";"5";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"09.11.2019 08:00";"1.0";"716.0";"";"";"96";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"0.8";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"08.11.2019 20:00";"2.3";"719.0";"";"";"75";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"3.8";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"08.11.2019 08:00";"0.4";"722.0";"";"";"78";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"0.0";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"07.11.2019 20:00";"0.1";"724.0";"";"";"96";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"5.0";"12";"";"";"";"";
"07.11.2019 08:00";"-0.2";"724.0";"";"";"96";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-1.0";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"06.11.2019 20:00";"-1.0";"724.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"0.0";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"06.11.2019 08:00";"-7.1";"731.0";"";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"-10.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"05.11.2019 20:00";"-8.5";"732.0";"";"";"77";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"05.11.2019 08:00";"-9.6";"729.0";"";"";"91";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-9.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"04.11.2019 20:00";"-5.9";"733.0";"";"";"66";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"04.11.2019 08:00";"-6.9";"737.0";"";"";"64";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"-7.2";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"03.11.2019 20:00";"-4.4";"734.0";"";"";"81";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"0.4";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"03.11.2019 08:00";"-0.4";"727.0";"";"";"98";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"-0.4";"";"";"";"";"";"";"";"";"5.0";"12";"";"";"";"";
"02.11.2019 20:00";"6.7";"724.0";"";"";"78";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"8.2";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"02.11.2019 08:00";"3.1";"723.0";"";"";"78";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-1.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.11.2019 20:00";"-0.3";"725.0";"";"";"65";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"1.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.11.2019 08:00";"-3.1";"729.0";"";"";"60";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-3.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.11.2019 02:00";"-1.3";"727.0";"";"";"74";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2019 20:00";"2.7";"723.0";"";"";"86";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"4.6";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"31.10.2019 14:00";"-0.6";"722.0";"";"";"72";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.10.2019 08:00";"-2.9";"726.0";"";"";"73";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"-7.4";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"31.10.2019 02:00";"-7.4";"727.0";"";"";"68";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2019 20:00";"-2.5";"726.0";"";"";"39";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"0.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"30.10.2019 14:00";"-0.5";"721.0";"";"";"38";"Ветер, дующий с запада";"7";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.10.2019 08:00";"1.8";"712.0";"";"";"60";"Ветер, дующий с запада";"8";"";"";"40%.";" ";"";"";"1.8";"";"";"";"";"";"";"10.0";"";"5.0";"12";"";"";"";"";
"30.10.2019 02:00";"5.5";"706.0";"";"";"80";"Ветер, дующий с запада";"10";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2019 20:00";"5.9";"704.0";"";"";"92";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"5.0";"12";"";"";"";"";
"29.10.2019 14:00";"5.9";"709.0";"";"";"86";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"29.10.2019 08:00";"5.7";"709.0";"";"";"89";"Ветер, дующий с запада";"5";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"3.0";"";"";"";"";"";"";"10.0";"";"7.0";"12";"";"";"";"";
"29.10.2019 02:00";"5.3";"708.0";"";"";"97";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2019 20:00";"3.3";"710.0";"";"";"99";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"";"";"";"4.0";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
