Местное время в Солнечной;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
19.05.2019 8:00;09.фев;723.0;;;39;Ветер, дующий с севера;8;;;70 – 80%.; ;;;04.сен;;;;;;;50.0;;Осадков нет;12;;;;
19.05.2019 20:00;06.сен;723.0;;;45;Ветер, дующий с запада;2;;;20–30%.; ;;;;09.фев;;;;;;50.0;;Осадков нет;12;;;;
20.05.2019 8:00;02.июл;722.0;;;69;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;-2.2;;;;;;;50.0;;Осадков нет;12;;;;
20.05.2019 20:00;07.фев;720.0;;;54;Штиль, безветрие;0;;;70 – 80%.; ;;;;07.фев;;;;;;50.0;;Осадков нет;12;;;;
21.05.2019 8:00;03.мар;718.0;;;68;Ветер, дующий с северо-востока;2;;;90  или более, но не 100%; ;;;-1.1;;;;;;;50.0;;Осадков нет;12;;;;
21.05.2019 20:00;04.май;713.0;;;62;Ветер, дующий с севера;3;;;100%.; ;;;;05.мар;;;;;;50.0;;Осадков нет;12;;;;
22.05.2019 8:00;07.сен;709.0;;;51;Ветер, дующий с юго-запада;2;;;100%.; ;;;-0.3;;;;;;;50.0;;Осадков нет;12;;;;
22.05.2019 20:00;4.0;711.0;;;72;Ветер, дующий с северо-запада;1;;;70 – 80%.; ;;;;10.0;;;;;;50.0;;Осадков нет;12;;;;
23.05.2019 8:00;10.0;711.0;;;52;Ветер, дующий с севера;3;;;90  или более, но не 100%; ;;;1.0;;;;;;;50.0;;Осадков нет;12;;;;
23.05.2019 20:00;09.фев;714.0;;;59;Ветер, дующий с запада;6;;;90  или более, но не 100%;Ливневый(ые) дождь(и). ;;;;09.фев;;;;;;50.0;;2.0;12;;;;
24.05.2019 8:00;9.0;719.0;;;54;Ветер, дующий с запада;6;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
24.05.2019 20:00;07.сен;720.0;;;68;Ветер, дующий с юго-запада;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
25.05.2019 8:00;05.май;724.0;;;74;Ветер, дующий с северо-востока;2;;;40%.; ;;;03.июн;;;;;;;50.0;;Осадков нет;12;;;;
25.05.2019 20:00;05.авг;726.0;;;60;Штиль, безветрие;0;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
26.05.2019 8:00;07.сен;728.0;;;57;Ветер, дующий с юго-востока;2;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
26.05.2019 20:00;4.0;725.0;;;70;Ветер, дующий с севера;1;;;60%.; ;;;;9.0;;;;;;50.0;;Осадков нет;12;;;;
27.05.2019 8:00;08.сен;724.0;;;44;Ветер, дующий с северо-востока;3;;;100%.; ;;;0.5;;;;;;;50.0;;Осадков нет;12;;;;
27.05.2019 20:00;09.авг;723.0;;;42;Ветер, дующий с юго-запада;1;;;40%.; ;;;;09.авг;;;;;;50.0;;Осадков нет;12;;;;
28.05.2019 8:00;10.0;726.0;;;55;Ветер, дующий с запада;13;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
28.05.2019 20:00;05.авг;728.0;;;67;Ветер, дующий с юго-запада;1;;;70 – 80%.; ;;;;10.0;;;;;;50.0;;0.5;12;;;;
29.05.2019 8:00;11.июн;726.0;;;45;Ветер, дующий с севера;4;;;60%.; ;;;4.0;;;;;;;50.0;;Осадков нет;12;;;;
29.05.2019 20:00;07.май;724.0;;;54;Ветер, дующий с юга;3;;;60%.; ;;;;11.июн;;;;;;50.0;;Осадков нет;12;;;;
30.05.2019 8:00;04.июл;722.0;;;86;Ветер, дующий с юго-востока;2;;;100%.; ;;;0.0;;;;;;;50.0;;Осадков нет;12;;;;
30.05.2019 20:00;06.авг;720.0;;;88;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;06.авг;;;;;;50.0;;0.5;12;;;;
31.05.2019 8:00;06.мар;716.0;;;74;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
31.05.2019 20:00;06.сен;713.0;;;74;Ветер, дующий с севера;5;;;90  или более, но не 100%;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;06.сен;;;;;;50.0;;Следы осадков;12;;;;
01.06.2019 8:00;06.июн;711.0;;;77;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
01.06.2019 20:00;11.янв;713.0;;;62;Ветер, дующий с запада;4;;;100%.; ;;;;11.янв;;;;;;50.0;;Осадков нет;12;;;;
02.06.2019 8:00;05.янв;715.0;;;92;Ветер, дующий с севера;3;;;90  или более, но не 100%; ;;;4.0;;;;;;;50.0;;0.3;12;;;;
02.06.2019 20:00;09.май;713.0;;;70;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;10.фев;;;;;;50.0;;Осадков нет;12;;;;
03.06.2019 8:00;10.0;714.0;;;68;Ветер, дующий с северо-востока;5;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;0.4;12;;;;
03.06.2019 20:00;08.янв;714.0;;;68;Ветер, дующий с запада;9;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;10.0;;;;;;10.0;;6.0;12;;;;
04.06.2019 8:00;09.фев;715.0;;;67;Ветер, дующий с северо-запада;3;;;100%.; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
04.06.2019 20:00;06.мар;717.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;;11.авг;;;;;;50.0;;0.7;12;;;;
05.06.2019 8:00;05.июл;716.0;;;88;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
05.06.2019 20:00;06.июн;718.0;;;86;Штиль, безветрие;0;;;60%.; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
06.06.2019 8:00;06.мар;719.0;;;81;Ветер, дующий с северо-востока;2;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
06.06.2019 20:00;09.апр;719.0;;;68;Ветер, дующий с юго-запада;2;;;70 – 80%.; ;;;;09.апр;;;;;;50.0;;Осадков нет;12;;;;
07.06.2019 8:00;04.июл;718.0;;;86;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;01.июн;;;;;;;50.0;;Осадков нет;12;;;;
07.06.2019 20:00;06.сен;720.0;;;78;Штиль, безветрие;0;;;70 – 80%.; ;;;;06.сен;;;;;;50.0;;Осадков нет;12;;;;
08.06.2019 8:00;07.июл;720.0;;;76;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
08.06.2019 20:00;07.май;717.0;;;80;Ветер, дующий с северо-востока;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
09.06.2019 8:00;10.апр;718.0;;;76;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;5.0;;;;;;;50.0;;Осадков нет;12;;;;
09.06.2019 20:00;05.июн;716.0;;;77;Ветер, дующий с юго-запада;1;;;70 – 80%.; ;;;;14.июл;;;;;;50.0;;Осадков нет;12;;;;
10.06.2019 8:00;10.июн;716.0;;;65;Ветер, дующий с севера;2;;;70 – 80%.; ;;;04.май;;;;;;;50.0;;Осадков нет;12;;;;
10.06.2019 20:00;15.май;711.0;;;52;Ветер, дующий с севера;2;;;90  или более, но не 100%; ;;;;15.май;;;;;;50.0;;Осадков нет;12;;;;
11.06.2019 8:00;13.янв;709.0;;;65;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;9.0;;;;;;;50.0;;0.3;12;;;;
11.06.2019 20:00;15.мар;715.0;;;61;Ветер, дующий с юга;5;;;100%.;Ливневый(ые) дождь(и). ;;;;15.мар;;;;;;50.0;;Следы осадков;12;;;;
12.06.2019 8:00;15.мар;719.0;;;50;Ветер, дующий с северо-запада;7;;;60%.;Состояние неба в общем не изменилось. ;;;10.май;;;;;;;50.0;;1.0;12;;;;
12.06.2019 20:00;10.авг;721.0;;;63;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;;15.сен;;;;;;50.0;;Осадков нет;12;;;;
13.06.2019 8:00;10.апр;722.0;;;63;Ветер, дующий с северо-востока;1;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
13.06.2019 20:00;09.апр;718.0;;;60;Штиль, безветрие;0;;;70 – 80%.; ;;;;10.апр;;;;;;50.0;;Осадков нет;12;;;;
14.06.2019 8:00;11.янв;717.0;;;65;Ветер, дующий с северо-востока;3;;;40%.; ;;;05.июн;;;;;;;50.0;;Осадков нет;12;;;;
14.06.2019 20:00;15.май;713.0;;;53;Ветер, дующий с севера;1;;;100%.; ;;;;15.май;;;;;;50.0;;Осадков нет;12;;;;
15.06.2019 8:00;16.мар;713.0;;;62;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
15.06.2019 20:00;12.май;714.0;;;69;Ветер, дующий с юго-запада;3;;;100%.; ;;;;17.июн;;;;;;50.0;;Осадков нет;12;;;;
16.06.2019 8:00;11.0;715.0;;;76;Штиль, безветрие;0;;;100%.; ;;;08.фев;;;;;;;50.0;;Осадков нет;12;;;;
16.06.2019 20:00;18.фев;715.0;;;64;Штиль, безветрие;0;;;100%.; ;;;;18.фев;;;;;;50.0;;Осадков нет;12;;;;
17.06.2019 8:00;17.июл;715.0;;;63;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;;;;;;50.0;;0.3;12;;;;
17.06.2019 20:00;19.мар;715.0;;;55;Штиль, безветрие;0;;;60%.; ;;;;19.мар;;;;;;50.0;;Осадков нет;12;;;;
18.06.2019 8:00;7.0;718.0;;;82;Ветер, дующий с юго-востока;2;;;40%.; ;;;06.июл;;;;;;;50.0;;Осадков нет;12;;;;
18.06.2019 20:00;07.июл;720.0;;;87;Ветер, дующий с юго-востока;3;;;60%.; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
19.06.2019 8:00;06.май;720.0;;;91;Ветер, дующий с севера;1;;;100%.; ;;;04.июн;;;;;;;50.0;;Осадков нет;12;;;;
19.06.2019 20:00;07.мар;719.0;;;90;Ветер, дующий с севера;3;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
20.06.2019 8:00;06.янв;720.0;;;88;Ветер, дующий с северо-востока;1;;;60%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;04.фев;;;;;;;50.0;;Осадков нет;12;;;;
20.06.2019 20:00;8.0;720.0;;;83;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
21.06.2019 8:00;06.май;722.0;;;86;Ветер, дующий с северо-востока;1;;;100%.; ;;;04.май;;;;;;;50.0;;Осадков нет;12;;;;
21.06.2019 20:00;07.янв;720.0;;;78;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
22.06.2019 8:00;10.май;720.0;;;99;Штиль, безветрие;0;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;06.май;;;;;;;10.0;;8.0;12;;;;
22.06.2019 20:00;07.авг;719.0;;;90;Ветер, дующий с востока;1;;;40%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;15.июл;;;;;;10.0;;Осадков нет;12;;;;
23.06.2019 8:00;10.фев;718.0;;;99;Штиль, безветрие;0;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;04.апр;;;;;;;10.0;;2.0;12;;;;
23.06.2019 20:00;07.авг;717.0;;;90;Ветер, дующий с юго-востока;1;;;100%.;Туман или ледяной туман, небо видно, без заметного изменения интенсивности в течение последнего часа. ;;;;13.июл;;;;;;0.5;;3.0;12;;;;
24.06.2019 8:00;05.авг;719.0;;;99;Ветер, дующий с востока;1;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;04.май;;;;;;;10.0;;Осадков нет;12;;;;
24.06.2019 20:00;14.янв;715.0;;;84;Ветер, дующий с северо-запада;1;;;70 – 80%.; ;;;;14.янв;;;;;;50.0;;Осадков нет;12;;;;
25.06.2019 8:00;14.мар;713.0;;;62;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
25.06.2019 20:00;18.мар;711.0;;;74;Ветер, дующий с запада;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;18.мар;;;;;;50.0;;0.3;12;;;;
26.06.2019 8:00;05.янв;713.0;;;99;Ветер, дующий с востока;2;;;100%.;Ливневый(ые) дождь(и). ;;;5.0;;;;;;;1.0;;10.0;24;;;;
26.06.2019 20:00;06.янв;715.0;;;99;Штиль, безветрие;0;;;100%.;Морось и дождь слабые. ;;;;06.июн;;;;;;10.0;;9.0;12;;;;
27.06.2019 8:00;07.июн;715.0;;;99;Ветер, дующий с северо-востока;1;;;100%.;Туман или ледяной туман, небо видно, ослабел за последний час. ;;;05.май;;;;;;;0.5;;1.0;12;;;;
27.06.2019 20:00;12.май;715.0;;;73;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;12.май;;;;;;50.0;;Осадков нет;12;;;;
28.06.2019 8:00;14.мар;720.0;;;70;Ветер, дующий с северо-запада;1;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
28.06.2019 20:00;18.июл;723.0;;;54;Ветер, дующий с юго-запада;1;;;20–30%.; ;;;;18.июл;;;;;;50.0;;Осадков нет;12;;;;
29.06.2019 8:00;09.май;718.0;;;82;Ветер, дующий с юго-востока;1;;;60%.; ;;;05.май;;;;;;;50.0;;Осадков нет;12;;;;
29.06.2019 20:00;15.сен;718.0;;;66;Ветер, дующий с запада;1;;;70 – 80%.; ;;;;15.сен;;;;;;50.0;;Осадков нет;12;;;;
30.06.2019 8:00;10.фев;720.0;;;82;Ветер, дующий с северо-востока;2;;;40%.; ;;;6.0;;;;;;;50.0;;Осадков нет;12;;;;
30.06.2019 20:00;16.апр;719.0;;;57;Ветер, дующий с запада;1;;;60%.; ;;;;16.июл;;;;;;50.0;;Осадков нет;12;;;;
01.07.2019 8:00;09.фев;720.0;;;78;Ветер, дующий с севера;2;;;20–30%.; ;;;6.0;;;;;;;50.0;;Осадков нет;12;;;;
01.07.2019 20:00;14.янв;718.0;;;70;Ветер, дующий с юга;1;;;40%.; ;;;;15.сен;;;;;;50.0;;Осадков нет;12;;;;
02.07.2019 8:00;17.апр;719.0;;;59;Ветер, дующий с юга;2;;;20–30%.; ;;;06.фев;;;;;;;50.0;;Осадков нет;12;;;;
02.07.2019 20:00;09.мар;716.0;;;82;Ветер, дующий с севера;2;;;70 – 80%.; ;;;;17.сен;;;;;;50.0;;Осадков нет;12;;;;
03.07.2019 8:00;10.0;715.0;;;83;Ветер, дующий с северо-запада;3;;;20–30%.; ;;;9.0;;;;;;;50.0;;Следы осадков;12;;;;
03.07.2019 20:00;10.авг;729.0;;;90;Ветер, дующий с севера;2;;;100%.;Гроза сильная с градом в срок наблюдения. ;;;;;;;;;;50.0;;17.0;12;;;;
04.07.2019 8:00;13.апр;716.0;;;70;Ветер, дующий с юга;2;;;20–30%.; ;;;8.0;;;;;;;50.0;;Осадков нет;12;;;;
